file,species
Small-flowered Cranesbill_24.png,Small-flowered Cranesbill
Cleavers_74.png,Cleavers
Common Chickweed_68.png,Common Chickweed
Small-flowered Cranesbill_18.png,Small-flowered Cranesbill
Charlock_199.png,Charlock
Cleavers_48.png,Cleavers
Loose Silky-bent_46.png,Loose Silky-bent
Maize_174.png,Maize
Cleavers_161.png,Cleavers
Cleavers_175.png,Cleavers
Loose Silky-bent_52.png,Loose Silky-bent
Maize_160.png,Maize
Fat Hen_63.png,Fat Hen
Maize_148.png,Maize
Common wheat_63.png,Common wheat
Scentless Mayweed_99.png,Scentless Mayweed
Common wheat_77.png,Common wheat
Cleavers_149.png,Cleavers
Fat Hen_77.png,Fat Hen
Loose Silky-bent_85.png,Loose Silky-bent
Scentless Mayweed_66.png,Scentless Mayweed
Scentless Mayweed_72.png,Scentless Mayweed
Common wheat_88.png,Common wheat
Sugar beet_209.png,Sugar beet
Loose Silky-bent_91.png,Loose Silky-bent
Fat Hen_88.png,Fat Hen
Loose Silky-bent_223.png,Loose Silky-bent
Sugar beet_221.png,Sugar beet
Sugar beet_235.png,Sugar beet
Loose Silky-bent_237.png,Loose Silky-bent
Shepherds Purse_175.png,Shepherds Purse
Shepherds Purse_70.png,Shepherds Purse
Charlock_204.png,Charlock
Charlock_210.png,Charlock
Shepherds Purse_64.png,Shepherds Purse
Shepherds Purse_161.png,Shepherds Purse
Shepherds Purse_149.png,Shepherds Purse
Scentless Mayweed_123.png,Scentless Mayweed
Charlock_238.png,Charlock
Black-grass_244.png,Black-grass
Shepherds Purse_58.png,Shepherds Purse
Black-grass_250.png,Loose Silky-bent
Scentless Mayweed_137.png,Scentless Mayweed
Common wheat_248.png,Common wheat
Fat Hen_249.png,Fat Hen
Maize_6.png,Maize
Cleavers_217.png,Cleavers
Maize_202.png,Maize
Maize_216.png,Maize
Cleavers_203.png,Cleavers
Sugar beet_194.png,Sugar beet
Scentless Mayweed_0.png,Scentless Mayweed
Loose Silky-bent_196.png,Loose Silky-bent
Loose Silky-bent_182.png,Loose Silky-bent
Sugar beet_180.png,Sugar beet
Black-grass_48.png,Black-grass
Loose Silky-bent_169.png,Loose Silky-bent
Small-flowered Cranesbill_112.png,Small-flowered Cranesbill
Small-flowered Cranesbill_106.png,Small-flowered Cranesbill
Sugar beet_157.png,Charlock
Black-grass_74.png,Black-grass
Loose Silky-bent_155.png,Loose Silky-bent
Loose Silky-bent_141.png,Loose Silky-bent
Sugar beet_143.png,Sugar beet
Black-grass_60.png,Black-grass
Loose Silky-bent_140.png,Loose Silky-bent
Black-grass_61.png,Black-grass
Sugar beet_142.png,Sugar beet
Black-grass_75.png,Black-grass
Sugar beet_156.png,Sugar beet
Loose Silky-bent_154.png,Loose Silky-bent
Small-flowered Cranesbill_107.png,Small-flowered Cranesbill
Black-grass_49.png,Black-grass
Small-flowered Cranesbill_113.png,Small-flowered Cranesbill
Loose Silky-bent_168.png,Loose Silky-bent
Loose Silky-bent_183.png,Loose Silky-bent
Sugar beet_181.png,Sugar beet
Sugar beet_195.png,Sugar beet
Loose Silky-bent_197.png,Loose Silky-bent
Scentless Mayweed_1.png,Scentless Mayweed
Maize_217.png,Maize
Cleavers_202.png,Cleavers
Cleavers_216.png,Cleavers
Maize_203.png,Maize
Fat Hen_248.png,Fat Hen
Common wheat_249.png,Common wheat
Maize_7.png,Maize
Black-grass_251.png,Black-grass
Shepherds Purse_59.png,Shepherds Purse
Scentless Mayweed_136.png,Scentless Mayweed
Scentless Mayweed_122.png,Scentless Mayweed
Shepherds Purse_148.png,Shepherds Purse
Black-grass_245.png,Black-grass
Charlock_239.png,Charlock
Shepherds Purse_65.png,Shepherds Purse
Charlock_211.png,Charlock
Shepherds Purse_160.png,Shepherds Purse
Shepherds Purse_174.png,Shepherds Purse
Charlock_205.png,Charlock
Shepherds Purse_71.png,Shepherds Purse
Sugar beet_234.png,Sugar beet
Loose Silky-bent_236.png,Loose Silky-bent
Loose Silky-bent_222.png,Loose Silky-bent
Sugar beet_220.png,Sugar beet
Sugar beet_208.png,Sugar beet
Common wheat_89.png,Common wheat
Scentless Mayweed_73.png,Scentless Mayweed
Fat Hen_89.png,Fat Hen
Loose Silky-bent_90.png,Loose Silky-bent
Loose Silky-bent_84.png,Loose Silky-bent
Scentless Mayweed_67.png,Scentless Mayweed
Cleavers_148.png,Cleavers
Common wheat_76.png,Common wheat
Fat Hen_76.png,Fat Hen
Maize_149.png,Maize
Fat Hen_62.png,Fat Hen
Scentless Mayweed_98.png,Scentless Mayweed
Common wheat_62.png,Common wheat
Cleavers_174.png,Cleavers
Maize_161.png,Maize
Loose Silky-bent_53.png,Loose Silky-bent
Maize_175.png,Maize
Loose Silky-bent_47.png,Loose Silky-bent
Cleavers_160.png,Cleavers
Small-flowered Cranesbill_19.png,Small-flowered Cranesbill
Cleavers_49.png,Cleavers
Charlock_198.png,Charlock
Common Chickweed_69.png,Common Chickweed
Small-flowered Cranesbill_25.png,Small-flowered Cranesbill
Fat Hen_116.png,Fat Hen
Common Chickweed_41.png,Common Chickweed
Common wheat_117.png,Common wheat
Cleavers_75.png,Cleavers
Cleavers_61.png,Cleavers
Common Chickweed_55.png,Common Chickweed
Fat Hen_102.png,Fat Hen
Common wheat_103.png,Common wheat
Charlock_88.png,Charlock
Small-flowered Cranesbill_31.png,Small-flowered Cranesbill
Charlock_63.png,Charlock
Scentless Mayweed_240.png,Scentless Mayweed
Common Chickweed_111.png,Common Chickweed
Black-grass_127.png,Black-grass
Black-grass_133.png,Black-grass
Maize_18.png,Maize
Common Chickweed_105.png,Common Chickweed
Sugar beet_58.png,Sugar beet
Charlock_77.png,Charlock
Sugar beet_70.png,Sugar beet
Shepherds Purse_216.png,Shepherds Purse
Common Chickweed_82.png,Common Chickweed
Charlock_167.png,Charlock
Maize_30.png,Maize
Sugar beet_1.png,Sugar beet
Maize_24.png,Maize
Charlock_173.png,Charlock
Sugar beet_64.png,Sugar beet
Common Chickweed_139.png,Common Chickweed
Common Chickweed_96.png,Common Chickweed
Shepherds Purse_202.png,Shepherds Purse
Charlock_128.png,Charlock
Black-grass_154.png,Black-grass
Common Chickweed_162.png,Common Chickweed
Scentless Mayweed_233.png,Scentless Mayweed
Charlock_10.png,Charlock
Common Chickweed_176.png,Common Chickweed
Scentless Mayweed_227.png,Scentless Mayweed
Black-grass_140.png,Loose Silky-bent
Black-grass_168.png,Black-grass
Maize_43.png,Maize
Charlock_114.png,Charlock
Small-flowered Cranesbill_95.png,Small-flowered Cranesbill
Sugar beet_17.png,Sugar beet
Charlock_38.png,Charlock
Small-flowered Cranesbill_81.png,Small-flowered Cranesbill
Charlock_100.png,Charlock
Maize_57.png,Maize
Black-grass_197.png,Black-grass
Common wheat_158.png,Common wheat
Fat Hen_159.png,Fat Hen
Black-grass_183.png,Black-grass
Maize_80.png,Maize
Common wheat_164.png,Common wheat
Common Chickweed_32.png,Common Chickweed
Fat Hen_165.png,Fat Hen
Small-flowered Cranesbill_56.png,Small-flowered Cranesbill
Small-flowered Cranesbill_42.png,Small-flowered Cranesbill
Common wheat_170.png,Common wheat
Fat Hen_171.png,Fat Hen
Common Chickweed_189.png,Common Chickweed
Common Chickweed_26.png,Common Chickweed
Maize_94.png,Maize
Cleavers_12.png,Cleavers
Common wheat_11.png,Common wheat
Fat Hen_11.png,Fat Hen
Fat Hen_39.png,Fat Hen
Loose Silky-bent_20.png,Loose Silky-bent
Maize_112.png,Maize
Cleavers_107.png,Cleavers
Common wheat_39.png,Common wheat
Cleavers_113.png,Cleavers
Loose Silky-bent_34.png,Loose Silky-bent
Maize_106.png,Maize
Loose Silky-bent_245.png,Loose Silky-bent
Sugar beet_247.png,Sugar beet
Scentless Mayweed_28.png,Scentless Mayweed
Loose Silky-bent_251.png,Loose Silky-bent
Small-flowered Cranesbill_202.png,Small-flowered Cranesbill
Scentless Mayweed_14.png,Scentless Mayweed
Small-flowered Cranesbill_216.png,Small-flowered Cranesbill
Common Chickweed_214.png,Common Chickweed
Scentless Mayweed_145.png,Scentless Mayweed
Black-grass_222.png,Black-grass
Black-grass_236.png,Black-grass
Common Chickweed_200.png,Common Chickweed
Scentless Mayweed_151.png,Scentless Mayweed
Common Chickweed_228.png,Common Chickweed
Shepherds Purse_113.png,Shepherds Purse
Scentless Mayweed_179.png,Scentless Mayweed
Shepherds Purse_16.png,Shepherds Purse
Shepherds Purse_107.png,Shepherds Purse
Scentless Mayweed_186.png,Scentless Mayweed
Scentless Mayweed_192.png,Scentless Mayweed
Common wheat_212.png,Common wheat
Fat Hen_213.png,Fat Hen
Common wheat_206.png,Common wheat
Fat Hen_207.png,Fat Hen
Black-grass_4.png,Black-grass
Small-flowered Cranesbill_5.png,Small-flowered Cranesbill
Black-grass_12.png,Black-grass
Sugar beet_131.png,Sugar beet
Loose Silky-bent_133.png,Loose Silky-bent
Shepherds Purse_0.png,Shepherds Purse
Small-flowered Cranesbill_148.png,Small-flowered Cranesbill
Loose Silky-bent_127.png,Loose Silky-bent
Sugar beet_125.png,Sugar beet
Small-flowered Cranesbill_174.png,Small-flowered Cranesbill
Small-flowered Cranesbill_160.png,Small-flowered Cranesbill
Sugar beet_119.png,Sugar beet
Small-flowered Cranesbill_161.png,Small-flowered Cranesbill
Sugar beet_118.png,Sugar beet
Small-flowered Cranesbill_175.png,Small-flowered Cranesbill
Loose Silky-bent_126.png,Loose Silky-bent
Sugar beet_124.png,Sugar beet
Sugar beet_130.png,Sugar beet
Black-grass_13.png,Black-grass
Small-flowered Cranesbill_149.png,Small-flowered Cranesbill
Shepherds Purse_1.png,Shepherds Purse
Loose Silky-bent_132.png,Loose Silky-bent
Small-flowered Cranesbill_4.png,Small-flowered Cranesbill
Black-grass_5.png,Black-grass
Fat Hen_206.png,Fat Hen
Common wheat_207.png,Common wheat
Fat Hen_212.png,Fat Hen
Common wheat_213.png,Common wheat
Scentless Mayweed_193.png,Scentless Mayweed
Scentless Mayweed_187.png,Scentless Mayweed
Shepherds Purse_106.png,Shepherds Purse
Scentless Mayweed_178.png,Scentless Mayweed
Common Chickweed_229.png,Common Chickweed
Shepherds Purse_112.png,Shepherds Purse
Shepherds Purse_17.png,Shepherds Purse
Black-grass_237.png,Black-grass
Scentless Mayweed_150.png,Scentless Mayweed
Common Chickweed_201.png,Common Chickweed
Scentless Mayweed_144.png,Scentless Mayweed
Common Chickweed_215.png,Common Chickweed
Black-grass_223.png,Black-grass
Scentless Mayweed_15.png,Scentless Mayweed
Small-flowered Cranesbill_217.png,Small-flowered Cranesbill
Small-flowered Cranesbill_203.png,Small-flowered Cranesbill
Sugar beet_252.png,Sugar beet
Scentless Mayweed_29.png,Scentless Mayweed
Loose Silky-bent_250.png,Loose Silky-bent
Loose Silky-bent_244.png,Loose Silky-bent
Sugar beet_246.png,Fat Hen
Cleavers_112.png,Cleavers
Maize_107.png,Maize
Loose Silky-bent_35.png,Loose Silky-bent
Maize_113.png,Maize
Loose Silky-bent_21.png,Loose Silky-bent
Fat Hen_38.png,Fat Hen
Common wheat_38.png,Common wheat
Cleavers_106.png,Cleavers
Common wheat_10.png,Common wheat
Fat Hen_10.png,Fat Hen
Common Chickweed_188.png,Common Chickweed
Fat Hen_170.png,Fat Hen
Common Chickweed_27.png,Common Chickweed
Common wheat_171.png,Common wheat
Small-flowered Cranesbill_43.png,Small-flowered Cranesbill
Cleavers_13.png,Cleavers
Maize_95.png,Maize
Maize_81.png,Maize
Small-flowered Cranesbill_57.png,Small-flowered Cranesbill
Common Chickweed_33.png,Common Chickweed
Fat Hen_164.png,Fat Hen
Common wheat_165.png,Common wheat
Black-grass_182.png,Black-grass
Black-grass_196.png,Black-grass
Fat Hen_158.png,Fat Hen
Common wheat_159.png,Common wheat
Small-flowered Cranesbill_80.png,Small-flowered Cranesbill
Charlock_39.png,Charlock
Sugar beet_16.png,Sugar beet
Maize_56.png,Maize
Charlock_101.png,Charlock
Charlock_115.png,Charlock
Maize_42.png,Maize
Black-grass_169.png,Black-grass
Small-flowered Cranesbill_94.png,Small-flowered Cranesbill
Scentless Mayweed_226.png,Scentless Mayweed
Common Chickweed_177.png,Common Chickweed
Black-grass_141.png,Black-grass
Black-grass_155.png,Black-grass
Charlock_129.png,Charlock
Charlock_11.png,Charlock
Scentless Mayweed_232.png,Scentless Mayweed
Common Chickweed_163.png,Common Chickweed
Black-grass_143.png,Common wheat
Maize_68.png,Maize
Sugar beet_28.png,Sugar beet
Common Chickweed_175.png,Common Chickweed
Scentless Mayweed_224.png,Scentless Mayweed
Common Chickweed_161.png,Common Chickweed
Fat Hen_199.png,Fat Hen
Scentless Mayweed_230.png,Scentless Mayweed
Common wheat_198.png,Common wheat
Charlock_13.png,Charlock
Black-grass_157.png,Black-grass
Charlock_103.png,Charlock
Maize_54.png,Maize
Common Chickweed_149.png,Common Chickweed
Sugar beet_14.png,Sugar beet
Scentless Mayweed_218.png,Scentless Mayweed
Small-flowered Cranesbill_82.png,Small-flowered Cranesbill
Small-flowered Cranesbill_96.png,Small-flowered Cranesbill
Maize_40.png,Maize
Charlock_117.png,Charlock
Black-grass_180.png,Black-grass
Common Chickweed_19.png,Common Chickweed
Small-flowered Cranesbill_69.png,Small-flowered Cranesbill
Black-grass_194.png,Loose Silky-bent
Cleavers_39.png,Cleavers
Maize_97.png,Maize
Cleavers_11.png,Cleavers
Small-flowered Cranesbill_41.png,Small-flowered Cranesbill
Common wheat_173.png,Common wheat
Common Chickweed_25.png,Common Chickweed
Fat Hen_172.png,Fat Hen
Common wheat_167.png,Common wheat
Fat Hen_166.png,Fat Hen
Common Chickweed_31.png,Common Chickweed
Small-flowered Cranesbill_55.png,Small-flowered Cranesbill
Maize_83.png,Maize
Fat Hen_12.png,Fat Hen
Maize_139.png,Maize
Common wheat_12.png,Common wheat
Cleavers_138.png,Cleavers
Loose Silky-bent_37.png,Loose Silky-bent
Maize_105.png,Maize
Cleavers_110.png,Cleavers
Cleavers_104.png,Cleavers
Loose Silky-bent_23.png,Loose Silky-bent
Maize_111.png,Maize
Loose Silky-bent_252.png,Loose Silky-bent
Small-flowered Cranesbill_229.png,Small-flowered Cranesbill
Sugar beet_250.png,Sugar beet
Sugar beet_244.png,Sugar beet
Loose Silky-bent_246.png,Loose Silky-bent
Small-flowered Cranesbill_215.png,Small-flowered Cranesbill
Scentless Mayweed_17.png,Scentless Mayweed
Small-flowered Cranesbill_201.png,Small-flowered Cranesbill
Common Chickweed_203.png,Common Chickweed
Shepherds Purse_138.png,Shepherds Purse
Scentless Mayweed_152.png,Scentless Mayweed
Charlock_249.png,Charlock
Black-grass_235.png,Black-grass
Black-grass_221.png,Loose Silky-bent
Shepherds Purse_29.png,Shepherds Purse
Common Chickweed_217.png,Common Chickweed
Scentless Mayweed_146.png,Scentless Mayweed
Shepherds Purse_104.png,Shepherds Purse
Black-grass_209.png,Black-grass
Shepherds Purse_15.png,Shepherds Purse
Shepherds Purse_110.png,Shepherds Purse
Scentless Mayweed_191.png,Scentless Mayweed
Common wheat_239.png,Common wheat
Fat Hen_238.png,Fat Hen
Scentless Mayweed_185.png,Scentless Mayweed
Common wheat_205.png,Common wheat
Fat Hen_204.png,Fat Hen
Common wheat_211.png,Common wheat
Fat Hen_210.png,Fat Hen
Black-grass_7.png,Black-grass
Small-flowered Cranesbill_188.png,Small-flowered Cranesbill
Small-flowered Cranesbill_6.png,Small-flowered Cranesbill
Common wheat_8.png,Common wheat
Sugar beet_126.png,Sugar beet
Loose Silky-bent_124.png,Black-grass
Loose Silky-bent_130.png,Black-grass
Shepherds Purse_3.png,Shepherds Purse
Black-grass_11.png,Black-grass
Sugar beet_132.png,Sugar beet
Black-grass_39.png,Black-grass
Loose Silky-bent_118.png,Loose Silky-bent
Small-flowered Cranesbill_163.png,Small-flowered Cranesbill
Small-flowered Cranesbill_177.png,Small-flowered Cranesbill
Small-flowered Cranesbill_176.png,Small-flowered Cranesbill
Black-grass_38.png,Black-grass
Small-flowered Cranesbill_162.png,Small-flowered Cranesbill
Loose Silky-bent_119.png,Loose Silky-bent
Shepherds Purse_2.png,Shepherds Purse
Loose Silky-bent_131.png,Loose Silky-bent
Sugar beet_133.png,Sugar beet
Black-grass_10.png,Black-grass
Sugar beet_127.png,Sugar beet
Loose Silky-bent_125.png,Loose Silky-bent
Common wheat_9.png,Common wheat
Small-flowered Cranesbill_7.png,Small-flowered Cranesbill
Small-flowered Cranesbill_189.png,Small-flowered Cranesbill
Black-grass_6.png,Black-grass
Fat Hen_211.png,Fat Hen
Common wheat_210.png,Common wheat
Fat Hen_205.png,Fat Hen
Common wheat_204.png,Common wheat
Scentless Mayweed_184.png,Scentless Mayweed
Fat Hen_239.png,Fat Hen
Common wheat_238.png,Common wheat
Scentless Mayweed_190.png,Scentless Mayweed
Shepherds Purse_14.png,Shepherds Purse
Shepherds Purse_111.png,Shepherds Purse
Shepherds Purse_105.png,Shepherds Purse
Black-grass_208.png,Black-grass
Shepherds Purse_28.png,Shepherds Purse
Black-grass_220.png,Black-grass
Scentless Mayweed_147.png,Scentless Mayweed
Common Chickweed_216.png,Common Chickweed
Scentless Mayweed_153.png,Scentless Mayweed
Common Chickweed_202.png,Common Chickweed
Shepherds Purse_139.png,Shepherds Purse
Black-grass_234.png,Loose Silky-bent
Charlock_248.png,Charlock
Small-flowered Cranesbill_200.png,Small-flowered Cranesbill
Small-flowered Cranesbill_214.png,Small-flowered Cranesbill
Scentless Mayweed_16.png,Scentless Mayweed
Sugar beet_245.png,Sugar beet
Loose Silky-bent_247.png,Loose Silky-bent
Small-flowered Cranesbill_228.png,Small-flowered Cranesbill
Sugar beet_251.png,Sugar beet
Cleavers_105.png,Cleavers
Maize_110.png,Maize
Loose Silky-bent_22.png,Loose Silky-bent
Maize_104.png,Maize
Loose Silky-bent_36.png,Loose Silky-bent
Cleavers_111.png,Cleavers
Cleavers_139.png,Cleavers
Maize_138.png,Maize
Fat Hen_13.png,Fat Hen
Common wheat_13.png,Common wheat
Small-flowered Cranesbill_54.png,Small-flowered Cranesbill
Fat Hen_167.png,Fat Hen
Common Chickweed_30.png,Common Chickweed
Common wheat_166.png,Common wheat
Maize_82.png,Maize
Cleavers_10.png,Cleavers
Maize_96.png,Maize
Common Chickweed_24.png,Common Chickweed
Fat Hen_173.png,Fat Hen
Common wheat_172.png,Common wheat
Small-flowered Cranesbill_40.png,Small-flowered Cranesbill
Small-flowered Cranesbill_68.png,Small-flowered Cranesbill
Cleavers_38.png,Cleavers
Black-grass_195.png,Black-grass
Black-grass_181.png,Black-grass
Common Chickweed_18.png,Common Chickweed
Small-flowered Cranesbill_97.png,Small-flowered Cranesbill
Charlock_116.png,Charlock
Maize_41.png,Maize
Maize_55.png,Maize
Charlock_102.png,Charlock
Small-flowered Cranesbill_83.png,Small-flowered Cranesbill
Scentless Mayweed_219.png,Scentless Mayweed
Sugar beet_15.png,Sugar beet
Common Chickweed_148.png,Common Chickweed
Charlock_12.png,Charlock
Common wheat_199.png,Common wheat
Scentless Mayweed_231.png,Scentless Mayweed
Fat Hen_198.png,Fat Hen
Common Chickweed_160.png,Common Chickweed
Black-grass_156.png,Black-grass
Maize_69.png,Maize
Black-grass_142.png,Black-grass
Scentless Mayweed_225.png,Scentless Mayweed
Common Chickweed_174.png,Common Chickweed
Sugar beet_29.png,Sugar beet
Sugar beet_11.png,Sugar beet
Small-flowered Cranesbill_87.png,Small-flowered Cranesbill
Charlock_106.png,Charlock
Maize_51.png,Maize
Maize_45.png,Maize
Charlock_112.png,Charlock
Small-flowered Cranesbill_93.png,Small-flowered Cranesbill
Common Chickweed_158.png,Common Chickweed
Scentless Mayweed_209.png,Scentless Mayweed
Fat Hen_188.png,Fat Hen
Common Chickweed_170.png,Common Chickweed
Common wheat_189.png,Common wheat
Scentless Mayweed_221.png,Scentless Mayweed
Black-grass_146.png,Black-grass
Maize_79.png,Maize
Black-grass_152.png,Loose Silky-bent
Sugar beet_39.png,Sugar beet
Common Chickweed_164.png,Common Chickweed
Scentless Mayweed_235.png,Scentless Mayweed
Charlock_16.png,Charlock
Small-flowered Cranesbill_44.png,Small-flowered Cranesbill
Common wheat_176.png,Common wheat
Fat Hen_177.png,Fat Hen
Common Chickweed_20.png,Common Chickweed
Maize_92.png,Maize
Cleavers_14.png,Cleavers
Maize_86.png,Maize
Common wheat_162.png,Common wheat
Common Chickweed_34.png,Common Chickweed
Fat Hen_163.png,Fat Hen
Small-flowered Cranesbill_50.png,Small-flowered Cranesbill
Small-flowered Cranesbill_78.png,Small-flowered Cranesbill
Cleavers_28.png,Cleavers
Black-grass_185.png,Black-grass
Black-grass_191.png,Black-grass
Cleavers_115.png,Cleavers
Loose Silky-bent_32.png,Loose Silky-bent
Maize_100.png,Maize
Loose Silky-bent_26.png,Loose Silky-bent
Maize_114.png,Maize
Cleavers_101.png,Cleavers
Common wheat_17.png,Common wheat
Cleavers_129.png,Cleavers
Fat Hen_17.png,Fat Hen
Maize_128.png,Maize
Scentless Mayweed_12.png,Scentless Mayweed
Small-flowered Cranesbill_210.png,Small-flowered Cranesbill
Small-flowered Cranesbill_204.png,Small-flowered Cranesbill
Small-flowered Cranesbill_238.png,Small-flowered Cranesbill
Loose Silky-bent_243.png,Loose Silky-bent
Sugar beet_241.png,Sugar beet
Shepherds Purse_101.png,Shepherds Purse
Shepherds Purse_115.png,Shepherds Purse
Shepherds Purse_10.png,Shepherds Purse
Black-grass_218.png,Black-grass
Shepherds Purse_38.png,Shepherds Purse
Black-grass_230.png,Black-grass
Common Chickweed_206.png,Common Chickweed
Scentless Mayweed_157.png,Scentless Mayweed
Common Chickweed_212.png,Common Chickweed
Shepherds Purse_129.png,Scentless Mayweed
Scentless Mayweed_143.png,Scentless Mayweed
Black-grass_224.png,Black-grass
Common wheat_200.png,Common wheat
Fat Hen_201.png,Fat Hen
Common wheat_214.png,Common wheat
Fat Hen_215.png,Fat Hen
Scentless Mayweed_194.png,Scentless Mayweed
Common wheat_228.png,Common wheat
Scentless Mayweed_180.png,Scentless Mayweed
Fat Hen_229.png,Fat Hen
Small-flowered Cranesbill_3.png,Small-flowered Cranesbill
Black-grass_2.png,Loose Silky-bent
Small-flowered Cranesbill_199.png,Small-flowered Cranesbill
Small-flowered Cranesbill_166.png,Small-flowered Cranesbill
Black-grass_28.png,Black-grass
Small-flowered Cranesbill_172.png,Small-flowered Cranesbill
Loose Silky-bent_109.png,Loose Silky-bent
Loose Silky-bent_121.png,Loose Silky-bent
Sugar beet_123.png,Sugar beet
Sugar beet_137.png,Sugar beet
Black-grass_14.png,Loose Silky-bent
Loose Silky-bent_135.png,Loose Silky-bent
Shepherds Purse_6.png,Shepherds Purse
Black-grass_15.png,Black-grass
Sugar beet_136.png,Sugar beet
Shepherds Purse_7.png,Shepherds Purse
Loose Silky-bent_134.png,Loose Silky-bent
Loose Silky-bent_120.png,Loose Silky-bent
Sugar beet_122.png,Sugar beet
Black-grass_29.png,Loose Silky-bent
Loose Silky-bent_108.png,Loose Silky-bent
Small-flowered Cranesbill_173.png,Small-flowered Cranesbill
Small-flowered Cranesbill_167.png,Small-flowered Cranesbill
Small-flowered Cranesbill_198.png,Small-flowered Cranesbill
Black-grass_3.png,Black-grass
Small-flowered Cranesbill_2.png,Small-flowered Cranesbill
Fat Hen_228.png,Fat Hen
Scentless Mayweed_181.png,Scentless Mayweed
Common wheat_229.png,Black-grass
Scentless Mayweed_195.png,Scentless Mayweed
Fat Hen_214.png,Fat Hen
Common wheat_215.png,Common wheat
Fat Hen_200.png,Fat Hen
Common wheat_201.png,Common wheat
Scentless Mayweed_142.png,Scentless Mayweed
Common Chickweed_213.png,Common Chickweed
Shepherds Purse_128.png,Shepherds Purse
Black-grass_225.png,Black-grass
Black-grass_231.png,Black-grass
Shepherds Purse_39.png,Shepherds Purse
Scentless Mayweed_156.png,Scentless Mayweed
Common Chickweed_207.png,Common Chickweed
Shepherds Purse_114.png,Shepherds Purse
Black-grass_219.png,Black-grass
Shepherds Purse_11.png,Shepherds Purse
Shepherds Purse_100.png,Shepherds Purse
Loose Silky-bent_242.png,Loose Silky-bent
Small-flowered Cranesbill_239.png,Small-flowered Cranesbill
Sugar beet_240.png,Sugar beet
Small-flowered Cranesbill_205.png,Small-flowered Cranesbill
Scentless Mayweed_13.png,Scentless Mayweed
Small-flowered Cranesbill_211.png,Small-flowered Cranesbill
Maize_129.png,Maize
Cleavers_128.png,Cleavers
Common wheat_16.png,Common wheat
Fat Hen_16.png,Fat Hen
Maize_115.png,Maize
Loose Silky-bent_27.png,Loose Silky-bent
Cleavers_100.png,Cleavers
Cleavers_114.png,Cleavers
Maize_101.png,Maize
Loose Silky-bent_33.png,Loose Silky-bent
Black-grass_190.png,Black-grass
Small-flowered Cranesbill_79.png,Small-flowered Cranesbill
Black-grass_184.png,Black-grass
Cleavers_29.png,Cleavers
Maize_87.png,Maize
Small-flowered Cranesbill_51.png,Small-flowered Cranesbill
Common Chickweed_35.png,Common Chickweed
Fat Hen_162.png,Fat Hen
Common wheat_163.png,Common wheat
Fat Hen_176.png,Fat Hen
Common Chickweed_21.png,Common Chickweed
Common wheat_177.png,Common wheat
Small-flowered Cranesbill_45.png,Small-flowered Cranesbill
Cleavers_15.png,Cleavers
Maize_93.png,Maize
Black-grass_153.png,Black-grass
Maize_78.png,Maize
Charlock_17.png,Charlock
Scentless Mayweed_234.png,Scentless Mayweed
Common Chickweed_165.png,Common Chickweed
Sugar beet_38.png,Sugar beet
Scentless Mayweed_220.png,Scentless Mayweed
Common wheat_188.png,Common wheat
Common Chickweed_171.png,Common Chickweed
Fat Hen_189.png,Fat Hen
Black-grass_147.png,Loose Silky-bent
Charlock_113.png,Charlock
Maize_44.png,Maize
Scentless Mayweed_208.png,Scentless Mayweed
Common Chickweed_159.png,Common Chickweed
Small-flowered Cranesbill_92.png,Small-flowered Cranesbill
Small-flowered Cranesbill_86.png,Small-flowered Cranesbill
Sugar beet_10.png,Sugar beet
Maize_50.png,Maize
Charlock_107.png,Charlock
Charlock_29.png,Charlock
Small-flowered Cranesbill_90.png,Small-flowered Cranesbill
Maize_46.png,Maize
Charlock_111.png,Charlock
Charlock_105.png,Charlock
Maize_52.png,Maize
Black-grass_179.png,Black-grass
Sugar beet_12.png,Sugar beet
Small-flowered Cranesbill_84.png,Small-flowered Cranesbill
Common Chickweed_167.png,Common Chickweed
Scentless Mayweed_236.png,Scentless Mayweed
Charlock_15.png,Charlock
Black-grass_151.png,Black-grass
Black-grass_145.png,Black-grass
Charlock_139.png,Charlock
Common Chickweed_173.png,Common Chickweed
Shepherds Purse_248.png,Shepherds Purse
Scentless Mayweed_222.png,Scentless Mayweed
Common wheat_161.png,Common wheat
Common Chickweed_198.png,Common Chickweed
Fat Hen_160.png,Fat Hen
Common Chickweed_37.png,Common Chickweed
Small-flowered Cranesbill_53.png,Small-flowered Cranesbill
Maize_85.png,Maize
Maize_91.png,Maize
Cleavers_17.png,Cleavers
Small-flowered Cranesbill_47.png,Small-flowered Cranesbill
Common wheat_175.png,Common wheat
Common Chickweed_23.png,Common Chickweed
Fat Hen_174.png,Fat Hen
Black-grass_192.png,Black-grass
Black-grass_186.png,Black-grass
Common wheat_149.png,Common wheat
Fat Hen_148.png,Fat Hen
Cleavers_102.png,Cleavers
Loose Silky-bent_25.png,Loose Silky-bent
Maize_117.png,Maize
Loose Silky-bent_31.png,Loose Silky-bent
Maize_103.png,Maize
Fat Hen_28.png,Fat Hen
Common wheat_28.png,Common wheat
Cleavers_116.png,Cleavers
Loose Silky-bent_19.png,Loose Silky-bent
Fat Hen_14.png,Fat Hen
Common wheat_14.png,Common wheat
Small-flowered Cranesbill_207.png,Small-flowered Cranesbill
Small-flowered Cranesbill_213.png,Small-flowered Cranesbill
